YGR164W,145737,YG3U_YEAST
YJL142C,170522,IRC9_YEAST
YPL191C,146665,YP191_YEAST
LAS1,204737,LAS1_YEAST
BSD2,143083,BSD2_YEAST
IOC3,108181,IOC3_YEAST
IOC2,156488,IOC2_YEAST
YIL171W,124808,YIR1_YEAST
IVY1,178460,IVY1_YEAST
YPL039W,152861,YP039_YEAST
PHM8,193613,PHM8_YEAST
YNL170W,113849,YNR0_YEAST
MSS1,120438,MSS1_YEAST
ARC35,105741,ARPC2_YEAST
MSS2,127753,MSS2_YEAST
PHM7,216785,PHM7_YEAST
PHM6,154566,PHM6_YEAST
YDR316W-A,118984,YD14A_YEAST
YDR316W-B,132463,YD14B_YEAST
YKL083W,139287,YKI3_YEAST
NOP9,149367,NOP9_YEAST
NOP8,173501,NOP8_YEAST
ERG6,200208,ERG6_YEAST
ERG7,209231,ERG7_YEAST
ERG1,206158,ERG1_YEAST
ERG2,123335,ERG2_YEAST
ERG3,168562,ERG3_YEAST
NOP1,182786,FBRL_YEAST
ASP3-3,208092,ASP23_YEAST
ASP3-1,112250,ASP21_YEAST
ERG8,192480,ERG8_YEAST
ERG9,122620,FDFT_YEAST
NOP7,207253,PESC_YEAST
NOP6,146675,NOP6_YEAST
YCL023C,194515,YCC3_YEAST
SIW14,207090,SIW14_YEAST
PRP9,131689,PRP9_YEAST
PPN1,209893,PPN1_YEAST
YIL059C,147197,YIF9_YEAST
RPP2B,140937,RLA4_YEAST
YHR078W,179220,YHN8_YEAST
YJR115W,113883,YJ85_YEAST
HNT2,120968,HNT2_YEAST
HNT3,135513,APTX_YEAST
CIA1,192232,CIAO1_YEAST
HNT1,164644,HNT1_YEAST
YOR062C,187079,YO062_YEAST
MAD3,198048,MAD3_YEAST
NTA1,113867,NTA1_YEAST
YHR112C,188326,YHR2_YEAST
PDI1,142290,PDI_YEAST
MUS81,141930,MUS81_YEAST
YER121W,159954,YEV1_YEAST
BFA1,133923,BFA1_YEAST
DON1,133164,DON1_YEAST
SPC105,103179,SP105_YEAST
ART5,129732,ART5_YEAST
YNL208W,103140,YNU8_YEAST
SYP1,178666,SYP1_YEAST
SHE10,171763,SHE10_YEAST
STP1,210681,STP1_YEAST
LEO1,120871,LEO1_YEAST
STP3,163124,STP3_YEAST
STP2,209961,STP2_YEAST
STP4,216685,STP4_YEAST
YPL060C-A,~,~
DLD1,107930,DLD1_YEAST
DLD2,214474,DLD2_YEAST
DLD3,110535,DLD3_YEAST
SMD1,148831,SMD1_YEAST
SMD2,212286,SMD2_YEAST
SMD3,190910,SMD3_YEAST
MDM34,213731,MDM34_YEAST
MRL1,155990,MRL1_YEAST
YEH2,183349,YEH2_YEAST
VHR1,188888,VHR1_YEAST
VHR2,165519,VHR2_YEAST
YEH1,172983,YEH1_YEAST
VAB2,197733,VAB2_YEAST
YDL240C-A,128542,YD240_YEAST
YLR179C,139828,YL179_YEAST
RBD2,166189,RBD2_YEAST
SPC97,182064,SPC97_YEAST
MCM10,198295,MCM10_YEAST
MCM16,130223,CENPH_YEAST
SPC98,183030,SPC98_YEAST
IOC4,108478,IOC4_YEAST
YGR073C,145660,YG2E_YEAST
THG1,189546,THG1_YEAST
YGR259C,138962,YG5G_YEAST
GPT2,142417,GPT2_YEAST
MOT1,163193,MOT1_YEAST
MOT2,142029,NOT4_YEAST
MOT3,132134,MOT3_YEAST
YDJ1,184254,MAS5_YEAST
YBR116C,164633,YBW6_YEAST
YHR212W-A,147002,YH21A_YEAST
GRR1,107038,GRR1_YEAST
HFA1,138610,HFA1_YEAST
YDR445C,203249,YD445_YEAST
YKL018C-A,114146,YK018_YEAST
MSS4,180475,MSS4_YEAST
MRP49,149500,RM49_YEAST
UFD1,114053,UFD1_YEAST
TC(GCA)P1,~,~
TC(GCA)P2,~,~
UFD2,219130,UFD2_YEAST
FKH1,102477,FKH1_YEAST
UFD4,115592,UFD4_YEAST
FKH2,214760,FKH2_YEAST
YML089C,110786,YMI9_YEAST
HAM1,168342,ITPA_YEAST
RFX1,135178,RFX1_YEAST
IBA57,172410,CAF17_YEAST
YLR349W,125982,YL349_YEAST
VTI1,153580,VTI1_YEAST
SLC1,165933,PLSC_YEAST
IFA38,117398,MKAR_YEAST
YDR248C,204577,GNTK_YEAST
